symbol,bar_ts,open,high,low,close,volume,vwap,trade_count
AMZN,2026-09-22T12:25:00,198.7507,198.982,198.7198,198.7706,28341,198.8273,4
TSLA,2026-09-22T12:25:00,247.1496,247.1496,246.679,246.8324,14276,246.9622,4
AAPL,2026-09-22T12:26:00,223.1066,223.1066,222.5957,223.0679,46275,222.9417,4
MSFT,2026-09-22T12:26:00,436.401,436.401,435.535,436.0511,14942,436.0315,4
GOOGL,2026-09-22T12:26:00,166.7586,166.886,166.6506,166.886,47348,166.7695,4
AMZN,2026-09-22T12:26:00,198.7706,199.0498,198.7706,198.9786,43126,198.9435,4
TSLA,2026-09-22T12:26:00,246.8324,246.9764,246.7027,246.8391,32960,246.833,4
AAPL,2026-09-22T12:27:00,223.0679,223.0679,222.539,222.539,22027,222.8517,4
MSFT,2026-09-22T12:27:00,436.0511,436.0511,435.1064,435.1064,17758,435.607,4
GOOGL,2026-09-22T12:27:00,166.886,167.1617,166.6897,167.1617,13119,166.9309,4
AMZN,2026-09-22T12:27:00,198.9786,199.6134,198.9786,199.6134,30538,199.2112,4
TSLA,2026-09-22T12:27:00,246.8391,247.1694,246.7513,247.1034,12619,246.9949,4
AAPL,2026-09-22T12:28:00,222.539,223.4822,222.539,223.4822,33824,223.0741,4
MSFT,2026-09-22T12:28:00,435.1064,435.3736,434.0185,435.3736,31731,434.8286,4
GOOGL,2026-09-22T12:28:00,167.1617,167.1617,166.7821,166.8636,9023,166.9456,4
AMZN,2026-09-22T12:28:00,199.6134,199.7372,199.2152,199.7372,34910,199.4205,4
TSLA,2026-09-22T12:28:00,247.1034,247.4962,247.1034,247.2718,12908,247.2857,4
AAPL,2026-09-22T12:29:00,223.4822,223.933,223.4822,223.8495,15346,223.7003,4
MSFT,2026-09-22T12:29:00,435.3736,436.2951,435.0313,435.0313,33202,435.5704,4
GOOGL,2026-09-22T12:29:00,166.8636,166.8738,166.596,166.596,26372,166.752,4
AMZN,2026-09-22T12:29:00,199.7372,199.7372,199.2661,199.2661,47370,199.5121,4
TSLA,2026-09-22T12:29:00,247.2718,247.9058,247.2718,247.7277,26364,247.6515,4
AAPL,2026-09-22T12:30:00,223.8495,223.9073,223.4557,223.4557,35006,223.7823,4
MSFT,2026-09-22T12:30:00,435.0313,436.3169,435.0313,436.3169,41040,435.4567,4
GOOGL,2026-09-22T12:30:00,166.596,166.6951,166.4369,166.614,27823,166.5724,4
AMZN,2026-09-22T12:30:00,199.2661,199.4198,199.2257,199.2257,31416,199.3084,4
TSLA,2026-09-22T12:30:00,247.7277,247.833,247.4258,247.833,23094,247.6492,4
AAPL,2026-09-22T12:31:00,223.4557,224.344,223.4557,224.344,41442,223.83,4
MSFT,2026-09-22T12:31:00,436.3169,436.8912,435.7493,435.7493,35986,436.3595,4
GOOGL,2026-09-22T12:31:00,166.614,166.6438,166.4305,166.6039,35177,166.548,4
AMZN,2026-09-22T12:31:00,199.2257,199.2257,198.7228,198.7228,46228,198.9802,4
TSLA,2026-09-22T12:31:00,247.833,247.833,246.9254,247.3391,4737,247.2988,4
AAPL,2026-09-22T12:32:00,224.344,224.4987,224.0585,224.4987,19173,224.279,4
MSFT,2026-09-22T12:32:00,435.7493,436.6483,435.3772,436.2602,18504,436.053,4
GOOGL,2026-09-22T12:32:00,166.6039,166.6039,166.3317,166.4726,8283,166.4627,4
AMZN,2026-09-22T12:32:00,198.7228,198.7228,198.2112,198.2754,48529,198.373,4
TSLA,2026-09-22T12:32:00,247.3391,247.4106,247.1076,247.1076,44673,247.3175,4
AAPL,2026-09-22T12:33:00,224.4987,225.2243,224.4987,224.748,13215,224.8258,4
MSFT,2026-09-22T12:33:00,436.2602,436.8659,435.6781,436.8659,28233,436.2796,4
GOOGL,2026-09-22T12:33:00,166.4726,166.4792,166.3786,166.3848,20483,166.4224,4
AMZN,2026-09-22T12:33:00,198.2754,198.9255,198.2754,198.6427,48514,198.6151,4
TSLA,2026-09-22T12:33:00,247.1076,247.1076,246.3471,246.3471,46249,246.8339,4
AAPL,2026-09-22T12:34:00,224.748,224.748,224.4113,224.5971,11120,224.5882,4
MSFT,2026-09-22T12:34:00,436.8659,437.1558,436.3683,436.6789,8388,436.8293,4
GOOGL,2026-09-22T12:34:00,166.3848,166.5287,166.3583,166.3583,20499,166.4479,4
AMZN,2026-09-22T12:34:00,198.6427,198.903,198.6306,198.6655,40601,198.7072,4
TSLA,2026-09-22T12:34:00,246.3471,246.3471,245.7227,245.9326,31986,245.9619,4
AAPL,2026-09-22T12:35:00,224.5971,224.9404,224.5611,224.9404,47122,224.7725,4
MSFT,2026-09-22T12:35:00,436.6789,437.2905,436.5913,437.2905,21827,436.7893,4
GOOGL,2026-09-22T12:35:00,166.3583,166.3583,166.0842,166.3575,27866,166.2706,4
AMZN,2026-09-22T12:35:00,198.6655,199.1174,198.5816,198.5816,11907,198.8301,4
TSLA,2026-09-22T12:35:00,245.9326,246.8477,245.575,246.8477,3298,246.2641,4
AAPL,2026-09-22T12:36:00,224.9404,224.9552,224.7762,224.8102,29170,224.8727,4
MSFT,2026-09-22T12:36:00,437.2905,437.2905,436.2947,436.4024,24481,436.7717,4
GOOGL,2026-09-22T12:36:00,166.3575,166.3575,166.0315,166.2509,40195,166.2221,4
AMZN,2026-09-22T12:36:00,198.5816,198.5816,198.1536,198.389,17047,198.4279,4
TSLA,2026-09-22T12:36:00,246.8477,247.0277,246.4573,246.4573,26926,246.8394,4
AAPL,2026-09-22T12:37:00,224.8102,225.0211,224.7493,224.881,25807,224.8768,4
MSFT,2026-09-22T12:37:00,436.4024,436.4024,435.7656,436.1585,30038,436.0549,4
GOOGL,2026-09-22T12:37:00,166.2509,166.2509,165.8023,165.907,21813,166.0307,4
AMZN,2026-09-22T12:37:00,198.389,198.762,198.389,198.6369,13102,198.5532,4
TSLA,2026-09-22T12:37:00,246.4573,247.0351,246.4573,247.0136,9637,246.8416,4
AAPL,2026-09-22T12:38:00,224.881,224.9313,224.6883,224.6883,10071,224.8451,4
MSFT,2026-09-22T12:38:00,436.1585,436.1585,434.1941,434.1941,36894,435.2548,4
GOOGL,2026-09-22T12:38:00,165.907,165.907,165.7062,165.8325,44438,165.8242,4
AMZN,2026-09-22T12:38:00,198.6369,198.8307,198.6369,198.8307,843,198.74,4
TSLA,2026-09-22T12:38:00,247.0136,247.0982,246.7466,246.7466,11823,246.9686,4
AAPL,2026-09-22T12:39:00,224.6883,224.6883,224.2287,224.2287,844,224.5121,4
MSFT,2026-09-22T12:39:00,434.1941,434.414,433.6775,433.6878,28124,433.9421,4
GOOGL,2026-09-22T12:39:00,165.8325,166.2376,165.8325,166.2376,46860,166.0317,4
AMZN,2026-09-22T12:39:00,198.8307,198.9503,198.1523,198.1523,48228,198.6709,4
TSLA,2026-09-22T12:39:00,246.7466,247.4014,246.7466,247.4014,1920,247.0812,4
AAPL,2026-09-22T12:40:00,224.2287,224.3727,223.8181,223.8181,7786,224.1277,4
MSFT,2026-09-22T12:40:00,433.6878,433.6878,432.9104,432.938,37713,433.2187,4
GOOGL,2026-09-22T12:40:00,166.2376,166.3385,166.1391,166.2808,3965,166.2381,4
AMZN,2026-09-22T12:40:00,198.1523,198.2798,197.8738,197.9041,41032,198.0532,4
TSLA,2026-09-22T12:40:00,247.4014,247.6345,247.1809,247.3389,40268,247.3528,4
AAPL,2026-09-22T12:41:00,223.8181,224.1778,223.8181,223.9394,7765,224.0174,4
MSFT,2026-09-22T12:41:00,432.938,434.1578,432.938,434.1578,6811,433.3745,4
GOOGL,2026-09-22T12:41:00,166.2808,166.2808,165.9647,165.9647,1743,166.1756,4
AMZN,2026-09-22T12:41:00,197.9041,197.9224,197.7315,197.9224,34398,197.8524,4
TSLA,2026-09-22T12:41:00,247.3389,247.5147,247.3389,247.4979,7447,247.4516,4
AAPL,2026-09-22T12:42:00,223.9394,223.9394,223.3074,223.3074,602,223.6006,4
MSFT,2026-09-22T12:42:00,434.1578,434.5318,433.8005,434.3925,1799,434.2219,4
GOOGL,2026-09-22T12:42:00,165.9647,166.1757,165.8951,166.1757,21499,166.0375,4
AMZN,2026-09-22T12:42:00,197.9224,198.2761,197.9224,198.2761,19498,198.1056,4
TSLA,2026-09-22T12:42:00,247.4979,247.4979,246.9851,246.9851,14682,247.2398,4
AAPL,2026-09-22T12:43:00,223.3074,224.0171,223.0217,224.0171,4935,223.4478,4
MSFT,2026-09-22T12:43:00,434.3925,434.6741,433.7604,433.7604,11938,434.2967,4
GOOGL,2026-09-22T12:43:00,166.1757,166.199,166.0128,166.079,35096,166.1276,4
AMZN,2026-09-22T12:43:00,198.2761,198.8852,198.2761,198.8696,38206,198.6962,4
TSLA,2026-09-22T12:43:00,246.9851,246.9851,246.5406,246.8583,40583,246.777,4
AAPL,2026-09-22T12:44:00,224.0171,224.0171,223.4203,223.4795,24964,223.6913,4
MSFT,2026-09-22T12:44:00,433.7604,433.7604,432.7988,432.856,40717,433.0785,4
GOOGL,2026-09-22T12:44:00,166.079,166.3126,166.079,166.3126,17248,166.1892,4
AMZN,2026-09-22T12:44:00,198.8696,199.0195,198.4979,198.4979,38692,198.7537,4
TSLA,2026-09-22T12:44:00,246.8583,247.3413,246.7794,246.8786,24719,247.0051,4
AAPL,2026-09-22T12:45:00,223.4795,223.5287,222.9832,222.9832,38635,223.3232,4
MSFT,2026-09-22T12:45:00,432.856,433.2749,432.8185,433.0299,40628,433.0412,4
GOOGL,2026-09-22T12:45:00,166.3126,166.3373,166.2352,166.3118,47246,166.2969,4
AMZN,2026-09-22T12:45:00,198.4979,199.2666,198.4979,199.2666,4392,198.8158,4
TSLA,2026-09-22T12:45:00,246.8786,246.9873,246.6362,246.9873,15798,246.7994,4
AAPL,2026-09-22T12:46:00,222.9832,223.0239,222.4339,222.4339,45371,222.8129,4
MSFT,2026-09-22T12:46:00,433.0299,433.6405,433.0299,433.6405,18029,433.327,4
GOOGL,2026-09-22T12:46:00,166.3118,166.4655,166.2387,166.4655,8427,166.3463,4
AMZN,2026-09-22T12:46:00,199.2666,199.4607,199.1057,199.4232,32845,199.3312,4
TSLA,2026-09-22T12:46:00,246.9873,246.9873,246.4937,246.6352,8831,246.6743,4
AAPL,2026-09-22T12:47:00,222.4339,222.5924,221.9579,221.9579,2923,222.3894,4
MSFT,2026-09-22T12:47:00,433.6405,434.3924,433.6405,434.1218,34640,434.0191,4
GOOGL,2026-09-22T12:47:00,166.4655,166.4655,166.038,166.038,8041,166.2408,4
AMZN,2026-09-22T12:47:00,199.4232,199.6075,199.2524,199.3153,27778,199.3788,4
TSLA,2026-09-22T12:47:00,246.6352,246.6352,246.1211,246.1211,37416,246.3635,4
AAPL,2026-09-22T12:48:00,221.9579,222.1035,221.8939,222.1018,36088,222.0067,4
MSFT,2026-09-22T12:48:00,434.1218,434.4412,434.0804,434.4412,49250,434.2028,4
GOOGL,2026-09-22T12:48:00,166.038,166.2341,165.9603,166.2341,1720,166.0808,4
AMZN,2026-09-22T12:48:00,199.3153,199.7925,199.3153,199.7925,7319,199.4993,4
TSLA,2026-09-22T12:48:00,246.1211,246.4368,246.1211,246.4368,35183,246.2505,4
AAPL,2026-09-22T12:49:00,222.1018,222.4578,222.0202,222.0202,22253,222.2258,4
MSFT,2026-09-22T12:49:00,434.4412,435.8891,434.4412,435.8891,36442,435.0261,4
GOOGL,2026-09-22T12:49:00,166.2341,166.6289,166.2341,166.5085,37740,166.4822,4
AMZN,2026-09-22T12:49:00,199.7925,199.7925,199.3681,199.7347,15426,199.6119,4
TSLA,2026-09-22T12:49:00,246.4368,246.7525,246.3222,246.3222,18601,246.5198,4
AAPL,2026-09-22T12:50:00,222.0202,222.3016,222.0202,222.1051,12743,222.1468,4
MSFT,2026-09-22T12:50:00,435.8891,435.9578,435.7054,435.9578,43415,435.8367,4
GOOGL,2026-09-22T12:50:00,166.5085,166.5085,166.2167,166.5082,11522,166.3595,4
AMZN,2026-09-22T12:50:00,199.7347,199.7347,198.8314,198.8314,36708,199.261,4
TSLA,2026-09-22T12:50:00,246.3222,246.4136,246.1495,246.4136,41175,246.2945,4
AAPL,2026-09-22T12:51:00,222.1051,222.3441,221.9941,221.9941,5672,222.1997,4
MSFT,2026-09-22T12:51:00,435.9578,436.2043,435.4508,436.2043,11680,435.8716,4
GOOGL,2026-09-22T12:51:00,166.5082,166.5082,166.1979,166.2667,19456,166.3955,4
AMZN,2026-09-22T12:51:00,198.8314,198.8314,198.4653,198.5133,29201,198.6266,4
TSLA,2026-09-22T12:51:00,246.4136,246.8797,246.41,246.8797,13611,246.6002,4
AAPL,2026-09-22T12:52:00,221.9941,222.142,221.966,222.142,29723,222.0291,4
MSFT,2026-09-22T12:52:00,436.2043,436.4516,434.9826,435.159,35927,435.7903,4
GOOGL,2026-09-22T12:52:00,166.2667,166.4411,165.9204,165.9204,25413,166.2191,4
AMZN,2026-09-22T12:52:00,198.5133,198.9729,198.5133,198.9729,39075,198.7562,4
TSLA,2026-09-22T12:52:00,246.8797,247.4475,246.8797,247.2704,33538,247.2404,4
AAPL,2026-09-22T12:53:00,222.142,222.4241,221.8735,222.4241,23605,222.1622,4
MSFT,2026-09-22T12:53:00,435.159,436.4792,435.159,436.4792,41856,435.8202,4
GOOGL,2026-09-22T12:53:00,165.9204,166.162,165.8795,166.162,5083,165.9886,4
AMZN,2026-09-22T12:53:00,198.9729,198.9788,198.5445,198.5445,1476,198.7344,4
TSLA,2026-09-22T12:53:00,247.2704,247.2704,246.6125,246.7716,19905,246.8879,4
AAPL,2026-09-22T12:54:00,222.4241,223.32,222.4241,223.32,24309,222.9546,4
MSFT,2026-09-22T12:54:00,436.4792,436.4792,435.6236,435.998,35867,435.9468,4
GOOGL,2026-09-22T12:54:00,166.162,166.2909,166.1179,166.1179,28809,166.1926,4
AMZN,2026-09-22T12:54:00,198.5445,198.9528,198.5445,198.9528,39979,198.7689,4
TSLA,2026-09-22T12:54:00,246.7716,246.7793,246.1517,246.2697,10174,246.5304,4
AAPL,2026-09-22T12:55:00,223.32,223.4385,222.855,222.855,2780,223.2229,4
MSFT,2026-09-22T12:55:00,435.998,436.0292,435.7731,436.0292,9432,435.9699,4
GOOGL,2026-09-22T12:55:00,166.1179,166.4167,165.4955,165.4955,46883,166.0045,4
AMZN,2026-09-22T12:55:00,198.9528,198.9528,198.634,198.7463,16897,198.7597,4
TSLA,2026-09-22T12:55:00,246.2697,246.9454,246.2697,246.9454,30380,246.5368,4
AAPL,2026-09-22T12:56:00,222.855,222.8718,222.4703,222.4703,45003,222.7001,4
MSFT,2026-09-22T12:56:00,436.0292,437.5348,436.0292,437.3718,1098,437.0026,4
GOOGL,2026-09-22T12:56:00,165.4955,165.6459,165.4128,165.4688,1540,165.5306,4
AMZN,2026-09-22T12:56:00,198.7463,198.7463,198.5431,198.5924,47235,198.6549,4
TSLA,2026-09-22T12:56:00,246.9454,247.7204,246.8044,247.7204,8620,247.1181,4
AAPL,2026-09-22T12:57:00,222.4703,222.4941,221.9433,221.9433,43069,222.2193,4
MSFT,2026-09-22T12:57:00,437.3718,438.1817,437.0036,438.1817,29146,437.4865,4
GOOGL,2026-09-22T12:57:00,165.4688,165.5553,165.4472,165.5553,36924,165.4955,4
AMZN,2026-09-22T12:57:00,198.5924,198.7205,198.5844,198.6121,35982,198.6406,4
TSLA,2026-09-22T12:57:00,247.7204,247.7321,247.3667,247.3667,41714,247.6135,4
AAPL,2026-09-22T12:58:00,221.9433,221.9433,221.4441,221.6295,17655,221.7193,4
MSFT,2026-09-22T12:58:00,438.1817,438.1817,437.4657,437.7022,28171,437.8417,4
GOOGL,2026-09-22T12:58:00,165.5553,165.5553,165.1106,165.1106,2528,165.2611,4
AMZN,2026-09-22T12:58:00,198.6121,198.8638,198.4542,198.4542,13840,198.6355,4
TSLA,2026-09-22T12:58:00,247.3667,247.846,247.3667,247.4908,21734,247.6083,4
AAPL,2026-09-22T12:59:00,221.6295,222.0302,221.6295,221.9009,8537,221.8357,4
MSFT,2026-09-22T12:59:00,437.7022,437.9375,437.1594,437.863,18117,437.5955,4
GOOGL,2026-09-22T12:59:00,165.1106,165.242,164.9284,165.1045,12112,165.1109,4
AMZN,2026-09-22T12:59:00,198.4542,198.4542,198.057,198.319,9803,198.3176,4
TSLA,2026-09-22T12:59:00,247.4908,248.123,247.4908,248.123,4949,247.9052,4
AAPL,2026-09-22T13:00:00,221.9009,222.4136,221.9009,222.4136,21444,222.1195,4
MSFT,2026-09-22T13:00:00,437.863,438.1617,437.6994,437.8325,46406,437.9116,4
GOOGL,2026-09-22T13:00:00,165.1045,165.3966,165.0302,165.3966,18924,165.2041,4
AMZN,2026-09-22T13:00:00,198.319,198.343,198.0144,198.343,2712,198.2114,4
TSLA,2026-09-22T13:00:00,248.123,248.9876,248.123,248.9876,23901,248.5917,4
AAPL,2026-09-22T13:01:00,222.4136,222.4136,222.1414,222.2651,47001,222.248,4
MSFT,2026-09-22T13:01:00,437.8325,437.9881,437.6527,437.6527,7202,437.8317,4
GOOGL,2026-09-22T13:01:00,165.3966,165.8739,165.3966,165.8739,15852,165.6392,4
AMZN,2026-09-22T13:01:00,198.343,199.177,198.183,199.177,25661,198.6815,4
TSLA,2026-09-22T13:01:00,248.9876,248.9892,248.3233,248.3233,42562,248.6814,4
AAPL,2026-09-22T13:02:00,222.2651,222.2986,222.146,222.2986,32876,222.2089,4
MSFT,2026-09-22T13:02:00,437.6527,437.726,437.6007,437.726,14733,437.6574,4
GOOGL,2026-09-22T13:02:00,165.8739,165.8739,165.5991,165.5991,42340,165.6653,4
AMZN,2026-09-22T13:02:00,199.177,199.177,198.8803,199.0812,35397,199.055,4
TSLA,2026-09-22T13:02:00,248.3233,248.5246,247.9991,248.0381,17588,248.2001,4
AAPL,2026-09-22T13:03:00,222.2986,222.3199,221.9326,221.9326,6150,222.1214,4
MSFT,2026-09-22T13:03:00,437.726,438.3093,437.726,437.93,49689,438.0776,4
GOOGL,2026-09-22T13:03:00,165.5991,165.846,165.4976,165.846,44551,165.6064,4
AMZN,2026-09-22T13:03:00,199.0812,199.169,198.8559,199.169,22534,199.0268,4
TSLA,2026-09-22T13:03:00,248.0381,248.0381,247.4272,247.4272,31871,247.8347,4
AAPL,2026-09-22T13:04:00,221.9326,221.9326,221.2539,221.2539,5333,221.6688,4
MSFT,2026-09-22T13:04:00,437.93,439.6756,437.93,439.6756,25507,438.6915,4
GOOGL,2026-09-22T13:04:00,165.846,166.1297,165.846,166.1297,37849,165.9881,4
AMZN,2026-09-22T13:04:00,199.169,199.2812,198.9665,199.1731,48290,199.1357,4
TSLA,2026-09-22T13:04:00,247.4272,248.128,247.4272,248.128,25896,247.8702,4
AAPL,2026-09-22T13:05:00,221.2539,221.2539,220.7856,221.161,36630,221.0352,4
MSFT,2026-09-22T13:05:00,439.6756,441.0141,438.781,441.0141,13553,439.7273,4
GOOGL,2026-09-22T13:05:00,166.1297,166.7082,166.1297,166.6953,35426,166.441,4
AMZN,2026-09-22T13:05:00,199.1731,199.1731,198.6097,198.6097,35546,198.9625,4
TSLA,2026-09-22T13:05:00,248.128,248.3563,247.91,248.3563,27693,248.1232,4
AAPL,2026-09-22T13:06:00,221.161,221.161,220.7177,221.0628,10528,220.9765,4
MSFT,2026-09-22T13:06:00,441.0141,441.0141,439.7403,440.4597,21672,440.5357,4
GOOGL,2026-09-22T13:06:00,166.6953,166.703,166.4724,166.5825,43100,166.6298,4
AMZN,2026-09-22T13:06:00,198.6097,198.6097,198.2914,198.5587,49365,198.4488,4
TSLA,2026-09-22T13:06:00,248.3563,248.3563,248.0813,248.0813,46494,248.1736,4
AAPL,2026-09-22T13:07:00,221.0628,221.3978,221.0628,221.311,19115,221.2248,4
MSFT,2026-09-22T13:07:00,440.4597,440.5982,439.8853,440.5982,20083,440.3265,4
GOOGL,2026-09-22T13:07:00,166.5825,166.7932,166.5446,166.6716,3348,166.6461,4
AMZN,2026-09-22T13:07:00,198.5587,198.7081,198.2437,198.4498,36073,198.4666,4
TSLA,2026-09-22T13:07:00,248.0813,248.4828,248.0813,248.4828,41635,248.2121,4
AAPL,2026-09-22T13:08:00,221.311,221.4817,221.0015,221.0015,6622,221.289,4
MSFT,2026-09-22T13:08:00,440.5982,440.8528,440.3014,440.3014,11468,440.5969,4
GOOGL,2026-09-22T13:08:00,166.6716,166.8507,166.6716,166.8346,22435,166.7578,4
AMZN,2026-09-22T13:08:00,198.4498,198.7744,198.4498,198.7744,43297,198.619,4
TSLA,2026-09-22T13:08:00,248.4828,248.4828,248.1013,248.3311,40320,248.262,4
AAPL,2026-09-22T13:09:00,221.0015,221.1209,220.5871,220.5871,40158,220.9336,4
MSFT,2026-09-22T13:09:00,440.3014,441.2033,440.2586,441.2033,31647,440.6162,4
GOOGL,2026-09-22T13:09:00,166.8346,167.4856,166.8346,167.3876,13402,167.1414,4
AMZN,2026-09-22T13:09:00,198.7744,198.7744,198.5312,198.6553,30825,198.6237,4
TSLA,2026-09-22T13:09:00,248.3311,248.5298,248.0013,248.0013,29699,248.2931,4
AAPL,2026-09-22T13:10:00,220.5871,221.3419,220.5871,221.1698,14315,221.0948,4
MSFT,2026-09-22T13:10:00,441.2033,441.2468,440.2448,440.2452,22678,440.7712,4
GOOGL,2026-09-22T13:10:00,167.3876,167.3876,166.9793,167.0174,39332,167.1999,4
AMZN,2026-09-22T13:10:00,198.6553,198.8807,198.5233,198.5233,27278,198.7226,4
TSLA,2026-09-22T13:10:00,248.0013,248.202,247.8559,248.202,7494,248.0248,4
AAPL,2026-09-22T13:11:00,221.1698,221.7131,221.1698,221.3187,20298,221.447,4
MSFT,2026-09-22T13:11:00,440.2452,440.2452,439.1236,439.1236,15748,439.5644,4
GOOGL,2026-09-22T13:11:00,167.0174,167.2076,167.0174,167.2076,22362,167.1379,4
AMZN,2026-09-22T13:11:00,198.5233,198.777,198.5233,198.7151,17408,198.6623,4
TSLA,2026-09-22T13:11:00,248.202,248.202,247.7514,247.7514,39379,248.0046,4
AAPL,2026-09-22T13:12:00,221.3187,221.6849,221.2934,221.6849,32235,221.454,4
MSFT,2026-09-22T13:12:00,439.1236,439.7053,438.8413,439.7053,23972,439.2064,4
GOOGL,2026-09-22T13:12:00,167.2076,167.2076,166.496,166.496,6105,166.8322,4
AMZN,2026-09-22T13:12:00,198.7151,199.0548,198.7151,198.8444,15748,198.8402,4
TSLA,2026-09-22T13:12:00,247.7514,247.8686,247.5009,247.5647,14708,247.666,4
AAPL,2026-09-22T13:13:00,221.6849,222.6243,221.6849,222.6243,23134,222.1194,4
MSFT,2026-09-22T13:13:00,439.7053,439.7428,439.0908,439.7428,12937,439.4107,4
GOOGL,2026-09-22T13:13:00,166.496,166.6934,166.4839,166.4839,29461,166.5491,4
AMZN,2026-09-22T13:13:00,198.8444,198.8444,198.2461,198.2461,47512,198.4752,4
TSLA,2026-09-22T13:13:00,247.5647,247.8555,247.5647,247.8555,47682,247.6744,4
AAPL,2026-09-22T13:14:00,222.6243,222.6243,222.1983,222.235,16747,222.3742,4
MSFT,2026-09-22T13:14:00,439.7428,440.3647,439.522,439.925,36841,439.9037,4
GOOGL,2026-09-22T13:14:00,166.4839,166.5157,166.4137,166.5157,25499,166.4712,4
AMZN,2026-09-22T13:14:00,198.2461,198.4926,198.1731,198.1731,35918,198.2938,4
TSLA,2026-09-22T13:14:00,247.8555,248.5523,247.8555,248.5523,37254,248.2117,4
AAPL,2026-09-22T13:15:00,222.235,222.6531,222.0067,222.2868,10966,222.337,4
MSFT,2026-09-22T13:15:00,439.925,439.925,438.8141,438.8141,42313,439.2471,4
GOOGL,2026-09-22T13:15:00,166.5157,166.7636,166.5157,166.7299,25660,166.6598,4
AMZN,2026-09-22T13:15:00,198.1731,198.1908,197.9684,198.0503,16030,198.1018,4
TSLA,2026-09-22T13:15:00,248.5523,248.7752,248.5523,248.7752,3778,248.6944,4
AAPL,2026-09-22T13:16:00,222.2868,222.7063,222.2868,222.6999,20720,222.497,4
MSFT,2026-09-22T13:16:00,438.8141,439.2665,438.4555,438.9154,21517,438.8616,4
GOOGL,2026-09-22T13:16:00,166.7299,167.0684,166.7299,167.017,34396,166.9582,4
AMZN,2026-09-22T13:16:00,198.0503,198.2084,197.9297,198.2084,19052,198.0999,4
TSLA,2026-09-22T13:16:00,248.7752,248.7752,248.397,248.6147,24620,248.5923,4
AAPL,2026-09-22T13:17:00,222.6999,222.6999,222.0996,222.3469,3812,222.2821,4
MSFT,2026-09-22T13:17:00,438.9154,439.0352,437.7899,437.7899,10601,438.5979,4
GOOGL,2026-09-22T13:17:00,167.017,167.7226,167.017,167.7226,13188,167.3737,4
AMZN,2026-09-22T13:17:00,198.2084,198.2509,197.8358,197.9927,31346,198.073,4
TSLA,2026-09-22T13:17:00,248.6147,248.6501,248.2949,248.6501,19994,248.505,4
AAPL,2026-09-22T13:18:00,222.3469,222.3469,222.1004,222.2116,9277,222.2254,4
MSFT,2026-09-22T13:18:00,437.7899,437.7899,437.3075,437.3075,9004,437.5152,4
GOOGL,2026-09-22T13:18:00,167.7226,167.8909,167.6822,167.6822,16435,167.7747,4
AMZN,2026-09-22T13:18:00,197.9927,198.3724,197.8816,198.3724,7462,198.0814,4
TSLA,2026-09-22T13:18:00,248.6501,249.5159,248.6043,249.2246,13912,249.0342,4
AAPL,2026-09-22T13:19:00,222.2116,222.2296,222.035,222.035,36756,222.1271,4
MSFT,2026-09-22T13:19:00,437.3075,437.3075,436.0187,436.0187,43617,436.7879,4
GOOGL,2026-09-22T13:19:00,167.6822,168.0527,167.6144,167.9822,20894,167.8224,4
AMZN,2026-09-22T13:19:00,198.3724,198.3724,197.7431,197.7431,14581,198.0903,4
TSLA,2026-09-22T13:19:00,249.2246,249.361,248.8656,248.9421,7878,249.0798,4
AAPL,2026-09-22T13:20:00,222.035,222.035,221.7191,221.7191,40545,221.8743,4
MSFT,2026-09-22T13:20:00,436.0187,436.6364,435.8277,436.6364,1357,436.0679,4
GOOGL,2026-09-22T13:20:00,167.9822,168.1178,167.6878,168.1178,34426,167.8694,4
AMZN,2026-09-22T13:20:00,197.7431,197.7431,197.5228,197.6016,5566,197.6369,4
TSLA,2026-09-22T13:20:00,248.9421,249.1661,248.6722,248.6722,46563,248.8898,4
AAPL,2026-09-22T13:21:00,221.7191,221.7286,221.2632,221.4558,9954,221.5395,4
MSFT,2026-09-22T13:21:00,436.6364,436.6364,435.6879,436.239,27759,436.1477,4
GOOGL,2026-09-22T13:21:00,168.1178,168.5453,168.1178,168.2585,28160,168.3204,4
AMZN,2026-09-22T13:21:00,197.6016,197.6016,197.0258,197.0258,35087,197.2413,4
TSLA,2026-09-22T13:21:00,248.6722,248.6722,248.255,248.4001,2935,248.4772,4
AAPL,2026-09-22T13:22:00,221.4558,221.6694,221.3883,221.6694,31547,221.484,4
MSFT,2026-09-22T13:22:00,436.239,436.8464,436.2265,436.8464,14649,436.4701,4
GOOGL,2026-09-22T13:22:00,168.2585,168.5062,168.2095,168.4191,46033,168.3478,4
AMZN,2026-09-22T13:22:00,197.0258,197.1097,196.7383,197.1097,19706,196.8946,4
TSLA,2026-09-22T13:22:00,248.4001,248.7451,248.4001,248.5265,18904,248.509,4
AAPL,2026-09-22T13:23:00,221.6694,221.8653,221.6694,221.7841,26252,221.7545,4
MSFT,2026-09-22T13:23:00,436.8464,438.1489,436.8464,438.1489,37857,437.3536,4
GOOGL,2026-09-22T13:23:00,168.4191,168.731,168.311,168.6773,27939,168.5285,4
AMZN,2026-09-22T13:23:00,197.1097,197.5991,197.1097,197.5467,29664,197.3373,4
TSLA,2026-09-22T13:23:00,248.5265,248.7714,247.9059,247.9059,12825,248.4511,4
AAPL,2026-09-22T13:24:00,221.7841,221.9252,221.5136,221.5136,20147,221.6752,4
